WOJ;POW;GMI;RODZ_GMI;RM;MZ;NAZWA;SYM;SYMPOD;STAN_NA
12;19;02;2;01;1;Podolany;0318535;0318535;2026-01-01
12;19;02;2;01;1;Wiatowice;0318601;0318601;2026-01-01
12;13;04;5;01;1;Bielany;0057135;0057135;2026-01-01
12;12;07;5;00;1;Powodnik;0224159;0224076;2026-01-01
12;12;07;5;00;1;Góra;0224260;0224231;2026-01-01
12;12;07;5;00;1;Stara Wieś;0224308;0224231;2026-01-01
12;16;01;5;00;1;Drążkówka;0815587;0815570;2026-01-01
12;16;01;5;00;1;Góra;0815707;0815682;2026-01-01
12;16;01;5;00;1;Na Folwarku;0815802;0815771;2026-01-01
12;16;01;5;00;1;Podcisowiec;0815831;0815771;2026-01-01
12;18;01;5;00;1;Nowa Wieś;0045965;0045830;2026-01-01
12;16;10;5;00;1;Nosalowa;0833935;0833740;2026-01-01
12;16;10;5;00;1;Osikówka;0833958;0833740;2026-01-01
12;16;10;5;00;1;Ratówki;0833987;0833740;2026-01-01
12;16;10;5;00;1;Sołtysia Góra;0834001;0833740;2026-01-01
12;16;10;5;00;1;Sorysie;0834018;0833740;2026-01-01
12;16;10;5;00;1;Średnie;0834024;0833740;2026-01-01
12;16;10;5;00;1;Zarębki;0834082;0833740;2026-01-01
12;16;11;2;00;1;Głodna Wieś;0835615;0835590;2026-01-01
12;16;12;2;01;1;Sikorzyce;0835727;0835727;2026-01-01
12;18;02;2;01;1;Bęczyn;0047220;0047220;2026-01-01
12;08;03;2;00;1;Koryczany;0245196;0245173;2026-01-01
12;15;07;2;00;1;Wróble;0069546;0069492;2026-01-01
12;15;07;2;00;1;Bujary;0069670;0069575;2026-01-01
12;15;07;2;00;1;Carzaki;0069693;0069575;2026-01-01
12;15;07;2;00;1;Cygany;0069718;0069575;2026-01-01
12;15;07;2;00;1;Gawrony;0069776;0069575;2026-01-01
12;10;04;2;00;1;Równie;0426779;0426710;2026-01-01
12;10;16;5;00;1;Śmierciaki;0465874;0465816;2026-01-01
12;18;09;5;00;1;Zawale;0074091;0073944;2026-01-01
12;13;08;2;00;1;Szwaby;0065270;0065229;2026-01-01
12;13;08;2;00;1;Zajeziorze;0065287;0065229;2026-01-01
12;13;08;2;00;1;Góra;0065347;0065293;2026-01-01
12;13;08;2;00;1;Kleparz;0065360;0065293;2026-01-01
12;13;08;2;00;1;Walkowizna;0065465;0065293;2026-01-01
12;13;08;2;00;1;Wolność;0065494;0065293;2026-01-01
12;13;08;2;00;1;Dół;0065531;0065519;2026-01-01
12;15;05;2;00;1;Kowalowa;0431912;0431728;2026-01-01
12;18;02;2;00;1;Podlas;0048188;0048136;2026-01-01
12;18;02;2;00;1;Bugaj;0047243;0047220;2026-01-01
12;18;02;2;00;1;Kopań;0047390;0047361;2026-01-01
12;18;02;2;00;1;Podlesie;0047421;0047361;2026-01-01
12;12;07;5;00;1;Dębiniec;0224372;0224366;2026-01-01
12;12;07;5;00;1;Mamlochy;0224455;0224432;2026-01-01
12;12;07;5;01;1;Miechówka;0224509;0224509;2026-01-01
12;12;07;5;01;1;Poręba Dzierżna;0224573;0224573;2026-01-01
12;12;07;5;00;1;Brzezina;0224580;0224573;2026-01-01
12;12;07;5;00;1;Warszawa;0224662;0224573;2026-01-01
12;13;09;5;00;1;Kraj;0076842;0076836;2026-01-01
12;13;09;5;00;1;Pastwisko;0076859;0076836;2026-01-01
12;13;09;5;01;1;Smolice;0076925;0076925;2026-01-01
12;16;09;2;00;1;Zimna Woda;0833533;0833473;2026-01-01
12;16;10;5;00;1;Kamionka;0833616;0833540;2026-01-01
12;14;04;2;01;1;Łaszów;0259519;0259519;2026-01-01
12;15;03;2;00;1;Pająkówka;0048863;0048685;2026-01-01
12;12;07;5;00;1;Kopaniny;0224120;0224076;2026-01-01
12;15;06;5;00;1;Matyje Górne;0061711;0061480;2026-01-01
12;15;06;5;00;1;Miśkowa;0061734;0061480;2026-01-01
12;19;01;2;00;1;Słomiana;0314980;0314922;2026-01-01
12;17;03;2;01;1;Leśnica;0418722;0418722;2026-01-01
12;16;09;2;00;1;Blok;0833160;0833148;2026-01-01
12;15;03;2;00;1;Witkówka;0048930;0048685;2026-01-01
12;15;03;2;00;1;Zarębówka;0048969;0048685;2026-01-01
12;15;03;2;00;1;U Celaka;0049087;0048981;2026-01-01
12;15;03;2;00;1;U Chabosia;0049093;0048981;2026-01-01
12;15;03;2;00;1;U Goryla;0049147;0048981;2026-01-01
12;19;05;5;01;1;Brzegi;0340109;0340109;2026-01-01
12;19;05;5;00;1;Dulany;0340167;0340150;2026-01-01
12;19;05;5;01;1;Czarnochowice;0340180;0340180;2026-01-01
12;18;05;2;01;1;Koziniec;0062863;0062863;2026-01-01
12;16;03;2;01;1;Stare Żukowice;0822736;0822736;2026-01-01
12;16;03;2;00;1;Kawula;0822742;0822736;2026-01-01
12;16;03;2;00;1;Moskówka;0822759;0822736;2026-01-01
12;16;03;2;00;1;Pinasy;0822765;0822736;2026-01-01
12;16;03;2;00;1;Partuły Żukowskie;0822877;0822848;2026-01-01
12;15;09;2;00;1;Zadorówka;0078982;0078812;2026-01-01
12;15;09;2;00;1;Pagaczówka;0079094;0079065;2026-01-01
12;15;09;2;00;1;Bacowie;0079154;0079148;2026-01-01
12;15;09;2;00;1;Na Tarniu;0079190;0079148;2026-01-01
12;18;09;5;00;1;Zielona;0075050;0074910;2026-01-01
12;18;09;5;00;1;Dąbrowa;0075080;0075067;2026-01-01
12;19;02;2;00;1;Packi;0318848;0318794;2026-01-01
12;19;02;2;00;1;Rola;0318860;0318794;2026-01-01
12;19;02;2;00;1;Zarębówka;0318920;0318794;2026-01-01
12;19;02;2;00;1;Podlesie;0318943;0318937;2026-01-01
12;19;02;2;00;1;Skałka;0318995;0318972;2026-01-01
12;19;03;2;01;1;Brzezie;0321626;0321626;2026-01-01
12;18;03;5;00;1;Ludka;0056851;0056779;2026-01-01
12;18;03;5;00;1;Paska;0056874;0056779;2026-01-01
12;18;03;5;01;1;Stanisław Dolny;0056928;0056928;2026-01-01
12;16;09;2;00;1;Przy Ochronie;0833272;0833148;2026-01-01
12;16;09;2;00;1;Wronówka;0833289;0833148;2026-01-01
12;12;03;2;00;1;Kleparz;0212771;0212759;2026-01-01
12;10;09;2;00;1;Gębacze;0446701;0446641;2026-01-01
12;10;09;2;00;1;Grabaniec;0446865;0446842;2026-01-01
12;11;08;2;00;1;Zawoda;0443051;0443022;2026-01-01
12;11;11;2;00;1;Dudkówka;0462321;0462249;2026-01-01
12;11;11;2;00;1;Gapkówka;0462344;0462249;2026-01-01
12;08;01;2;00;1;Tczyca Duchowna;0233840;0233796;2026-01-01
12;08;01;2;00;1;Tczyca Pańska;0233856;0233796;2026-01-01
12;13;07;2;00;1;Dolna Wieś;0064224;0064201;2026-01-01
12;13;07;2;00;1;Folwark;0064230;0064201;2026-01-01
12;19;01;2;00;1;Widlichów;0315293;0315235;2026-01-01
12;19;05;5;00;1;Dwór;0341646;0341630;2026-01-01
12;19;05;5;00;1;Wygon;0341681;0341630;2026-01-01
12;19;05;5;00;1;Lizawki;0341758;0341706;2026-01-01
12;13;02;5;00;1;Olszynik;0213285;0213262;2026-01-01
12;16;10;5;00;1;Brzegi;0834596;0834580;2026-01-01
12;16;09;2;00;1;Grodziska;0833361;0833303;2026-01-01
12;19;02;2;01;1;Czyżów;0317814;0317814;2026-01-01
12;13;09;4;96;1;Zator;0927576;0927576;2026-01-01
12;19;04;5;00;1;Kąt;0329243;0329208;2026-01-01
12;19;04;5;00;1;Zakrzeniec;0329295;0329208;2026-01-01
12;16;10;5;00;1;Gumienki;0833823;0833740;2026-01-01
12;13;07;2;00;1;Krzyżówka;0064260;0064201;2026-01-01
12;13;07;2;04;1;Pasternik;0064359;0064359;2026-01-01
12;16;10;5;00;1;Brzezinki;0834225;0834219;2026-01-01
12;16;10;5;00;1;Buchcickie;0834366;0834343;2026-01-01
12;16;10;5;00;1;Dół;0834403;0834395;2026-01-01
12;18;06;2;00;1;Pierwsze Miejsce;0067777;0067754;2026-01-01
12;17;03;2;01;1;Białka Tatrzańska;0418314;0418314;2026-01-01
12;18;08;2;00;1;Folwark;0072927;0072896;2026-01-01
12;18;08;2;00;1;Łęg;0073045;0072991;2026-01-01
12;18;08;2;00;1;Góra;0073128;0073097;2026-01-01
12;18;08;2;00;1;Przymiarek;0073157;0073097;2026-01-01
12;12;07;5;00;1;Przecinka;0224716;0224691;2026-01-01
12;12;07;5;01;1;Strzegowa;0224722;0224722;2026-01-01
12;19;01;2;00;1;Leśniówka;0315028;0315005;2026-01-01
12;12;01;1;96;1;Bukowno;0938404;0938404;2026-01-01
12;15;07;2;00;1;Kowale;0069954;0069575;2026-01-01
12;10;09;2;00;1;Wydarta;0444004;0443476;2026-01-01
12;10;09;2;00;1;Zawierch;0444033;0443476;2026-01-01
12;10;09;2;00;1;Karczyska;0444100;0444040;2026-01-01
12;10;09;2;00;1;Borowa;0444151;0444139;2026-01-01
12;10;09;2;00;1;Gliniki;0444174;0444139;2026-01-01
12;10;09;2;00;1;Mijasowa;0444205;0444139;2026-01-01
12;10;09;2;00;1;Pasiudówka;0444228;0444139;2026-01-01
12;10;04;2;00;1;Półanek;0426874;0426851;2026-01-01
12;10;04;2;01;1;Cieniawa;0426897;0426897;2026-01-01
12;10;04;2;00;1;Na Garbach;0427023;0426897;2026-01-01
12;10;04;2;00;1;Obla;0427046;0426897;2026-01-01
12;10;04;2;00;1;Podlesie;0427075;0426897;2026-01-01
12;10;04;2;00;1;Podleszcze;0427081;0426897;2026-01-01
12;08;06;2;00;1;Błonie;0264147;0264130;2026-01-01
12;09;05;2;01;1;Mierzeń;0332950;0332950;2026-01-01
12;09;05;2;00;1;Burdak;0332989;0332950;2026-01-01
12;09;05;2;00;1;Łazy;0333026;0333010;2026-01-01
12;09;05;2;00;1;Nalesie;0333109;0333090;2026-01-01
12;09;05;2;00;1;Podlas;0333115;0333090;2026-01-01
12;09;05;2;00;1;Dwór;0333180;0333173;2026-01-01
12;09;05;2;00;1;Granice;0333196;0333173;2026-01-01
12;09;05;2;01;1;Zegartowice;0333227;0333227;2026-01-01
12;16;04;2;00;1;Skała;0826705;0826600;2026-01-01
12;16;04;2;00;1;Janowice Dolne;0826740;0826711;2026-01-01
12;16;04;2;00;1;Lipie;0826770;0826711;2026-01-01
12;16;04;2;00;1;Puste;0826875;0826817;2026-01-01
12;16;04;2;00;1;Zagórze;0826906;0826817;2026-01-01
12;16;04;2;00;1;Betlejem;0826929;0826912;2026-01-01
12;19;04;5;01;1;Podłęże;0328686;0328686;2026-01-01
12;14;05;5;01;1;Więckowice;0332357;0332357;2026-01-01
12;14;05;5;01;1;Wolwanowice;0332392;0332392;2026-01-01
12;14;05;5;00;1;Wygwizdów;0332417;0332400;2026-01-01
12;14;06;2;00;1;Kalisz Głęboki;0333405;0333397;2026-01-01
12;14;06;2;00;1;Kobiela;0333517;0333500;2026-01-01
12;13;04;5;04;1;Sybir;0057603;0057603;2026-01-01
12;13;06;2;01;1;Babice;0063638;0063638;2026-01-01
12;17;05;2;01;1;Bustryk;0468418;0468418;2026-01-01
12;17;05;2;00;1;Noski;0468766;0468737;2026-01-01
12;15;03;2;00;1;U Lacha Dolnego;0049236;0048981;2026-01-01
12;15;03;2;00;1;U Pabisa;0049325;0048981;2026-01-01
12;15;03;2;00;1;Adamkówka;0049472;0049466;2026-01-01
12;16;03;2;00;1;Podsmykowe;0822570;0822498;2026-01-01
12;08;03;2;00;1;Stary Bryzdzyn;0245144;0245121;2026-01-01
12;19;04;5;01;1;Staniątki;0328835;0328835;2026-01-01
12;15;03;2;00;1;Zagroda;0050127;0049897;2026-01-01
12;15;03;2;00;1;Doboszówka;0050200;0050179;2026-01-01
12;16;04;2;00;1;Pod Starym Mostem;0827024;0826987;2026-01-01
12;15;05;2;00;1;Świstkowa;0432076;0431728;2026-01-01
12;16;14;5;00;1;Podchybie;0837583;0837548;2026-01-01
12;16;14;5;00;1;Nowa Wieś;0836402;0836365;2026-01-01
12;16;14;5;00;1;Myszkówka;0836684;0836626;2026-01-01
12;16;14;5;00;1;Osieki;0836514;0836483;2026-01-01
12;16;06;5;01;1;Kowalowa;0828880;0828880;2026-01-01
12;16;06;5;01;1;Zalasowa;0829276;0829276;2026-01-01
12;16;06;5;00;1;Podlesie;0828800;0828785;2026-01-01
12;16;06;5;00;1;Liciąż Mała;0828839;0828816;2026-01-01
12;16;06;5;00;1;Chybie;0828897;0828880;2026-01-01
12;16;06;5;00;1;Łazy;0828928;0828880;2026-01-01
12;15;08;2;03;1;Cyrhel;0994696;0077356;2026-01-01
12;15;08;2;03;1;Maliny;0994928;0077356;2026-01-01
12;15;08;2;03;1;Na Biskupce;0995000;0076990;2026-01-01
12;15;08;2;03;1;Obłaźna;0995052;0077356;2026-01-01
12;16;06;5;00;1;Podlesie;0829224;0829201;2026-01-01
12;16;07;2;01;1;Kołkówka;0829595;0829595;2026-01-01
12;16;14;5;01;1;Stróże;0837181;0837181;2026-01-01
12;16;14;5;01;1;Zdonia;0837548;0837548;2026-01-01
12;16;14;5;01;1;Jamna;0836744;0836744;2026-01-01
12;16;14;5;00;1;Kąty;0836945;0836939;2026-01-01
12;16;14;5;00;1;Pasieki;0836997;0836968;2026-01-01
12;16;14;5;00;1;Góra;0837028;0837011;2026-01-01
12;16;14;5;00;1;Górzany;0837086;0837040;2026-01-01
12;16;14;5;00;1;Kąty;0837212;0837181;2026-01-01
12;16;14;5;00;1;Podymacz;0837229;0837181;2026-01-01
12;12;03;2;00;1;Ćmielówka;0212825;0212759;2026-01-01
12;15;08;2;03;1;Borowi;0077391;0077356;2026-01-01
12;15;08;2;03;1;Kąkole;0077497;0077356;2026-01-01
12;15;08;2;03;1;Malikowa;0077557;0077356;2026-01-01
12;15;08;2;03;1;Skutowa;0078321;0077356;2026-01-01
12;15;08;2;03;1;Śpikówka;0078344;0077356;2026-01-01
12;15;08;2;03;1;Pod Grapą;0995129;0076990;2026-01-01
12;15;08;2;03;1;Skupnie;0995260;0077356;2026-01-01
12;15;08;2;03;1;U Kani;0995388;0076990;2026-01-01
12;15;08;2;03;1;Warzechówka;0995460;0077356;2026-01-01
12;10;05;2;00;1;Okrągłe;0435614;0435413;2026-01-01
12;10;06;2;03;1;Zabrzeż;0436520;0436460;2026-01-01
12;09;02;2;00;1;Główkowa;0442494;0442130;2026-01-01
12;09;02;2;00;1;Leksandrowa;0442502;0442130;2026-01-01
12;11;08;2;03;1;Łazy;0443312;0443246;2026-01-01
12;02;03;5;01;1;Jurków;0817020;0817020;2026-01-01
12;02;03;5;00;1;Tamte Góry;0816820;0816807;2026-01-01
12;02;03;5;00;1;Zeliny;0817304;0817244;2026-01-01
12;02;03;5;00;1;Granice;0817267;0817244;2026-01-01
12;02;03;5;00;1;Potoki;0817327;0817310;2026-01-01
12;15;08;2;03;1;Bartyzele;0077735;0077356;2026-01-01
12;05;05;2;03;1;Bednarskie;0355832;0355826;2026-01-01
12;15;08;2;03;1;Księża Polana;0078025;0077356;2026-01-01
12;15;08;2;03;1;Łazy;0078060;0077356;2026-01-01
12;15;08;2;03;1;Markowa;0078108;0077356;2026-01-01
12;15;08;2;03;1;Paluchówka;0078203;0077356;2026-01-01
12;15;08;2;03;1;Policzne;0078255;0077356;2026-01-01
12;15;08;2;03;1;Gliśnica;0077860;0077356;2026-01-01
12;17;05;2;03;1;Stasikówka;0468855;0468810;2026-01-01
12;17;05;2;03;1;Rafaczówki;0468878;0468861;2026-01-01
12;11;05;2;03;1;Nowakowa;0429329;0429016;2026-01-01
12;18;05;2;03;1;Polana;0062857;0062700;2026-01-01
12;18;05;2;03;1;Wodniakówka;0063408;0063294;2026-01-01
12;12;03;2;01;1;Międzygórze;0213115;0213115;2026-01-01
12;03;03;5;03;1;Małe Piaski;0213523;0213440;2026-01-01
12;03;03;5;03;1;Starzyny;0213629;0213530;2026-01-01
12;03;03;5;03;1;Góry;0213641;0213635;2026-01-01
12;03;03;5;03;1;Stoki;0213658;0213635;2026-01-01
12;12;04;2;03;1;Stoki;0215172;0215137;2026-01-01
12;03;04;5;03;1;Zagórcze Małe;0216059;0215893;2026-01-01
12;03;04;5;03;1;Ziajki;0216065;0215893;2026-01-01
12;10;15;2;03;1;Makowica;0459804;0459721;2026-01-01
12;10;16;5;03;1;Opalana;0465584;0465443;2026-01-01
12;05;10;2;03;1;Jaszkowa;0467956;0467910;2026-01-01
12;05;10;2;03;1;Przysłop;0468170;0468163;2026-01-01
12;05;10;2;03;1;Huta Wysowska;0468387;0468370;2026-01-01
12;07;09;2;03;1;Szymony;0451257;0450708;2026-01-01
12;07;09;2;03;1;Kiczmale;0451369;0450708;2026-01-01
12;07;09;2;03;1;Brzegi;0451435;0451429;2026-01-01
12;18;01;5;03;1;Czarny Groń;0045623;0045333;2026-01-01
12;18;01;5;03;1;Sordylówka;0045675;0045333;2026-01-01
12;18;01;5;00;1;Budówka;0045706;0045681;2026-01-01
12;18;01;5;00;1;Nawieśnica;0045729;0045681;2026-01-01
12;18;01;5;03;1;Łęg;0045741;0045681;2026-01-01
12;18;01;5;03;1;Biadasów Pierwszy;0046150;0046048;2026-01-01
12;07;09;2;03;1;Gabory;0453256;0453150;2026-01-01
12;10;12;2;03;1;Kamionki;0455114;0454994;2026-01-01
12;10;12;2;03;1;Na Wierchu;0455433;0455261;2026-01-01
12;03;05;5;03;1;Piła Myślachowicka;0223131;0223059;2026-01-01
12;19;04;5;03;1;Łaźnia;0329378;0329303;2026-01-01
12;09;04;2;00;1;Solawy;0330252;0329898;2026-01-01
12;06;01;2;03;1;Machaczki;0315940;0315896;2026-01-01
12;06;01;2;03;1;Morgi;0316269;0316217;2026-01-01
12;06;01;2;03;1;Wyjrzał;0316571;0316499;2026-01-01
12;19;02;2;03;1;Dobrzyców;0319026;0318972;2026-01-01
12;19;03;2;03;1;Gruszki;0321684;0321626;2026-01-01
12;06;06;5;03;1;Bór;0324719;0324702;2026-01-01
12;06;06;5;03;1;Białka;0324895;0324843;2026-01-01
12;06;06;5;03;1;Rogatka;0324961;0324910;2026-01-01
12;06;07;2;03;1;Kąty;0325446;0325417;2026-01-01
12;06;16;2;00;1;Podkamyk;0343929;0343912;2026-01-01
12;06;16;2;01;1;Rudawa;0343941;0343941;2026-01-01
12;07;06;2;00;1;U Krzyżaka;0438392;0438251;2026-01-01
12;07;07;2;01;1;Bałażówka;0438400;0438400;2026-01-01
12;07;07;2;00;1;Klimki;0438430;0438417;2026-01-01
12;06;17;2;00;1;Czekaj;0344120;0344107;2026-01-01
12;09;08;2;03;1;Jaworzyny;0339483;0339394;2026-01-01
12;10;12;2;00;1;Potok;0454988;0991261;2026-01-01
12;09;08;2;00;1;Kusiki;0339129;0338756;2026-01-01
12;11;06;2;00;1;Maliki;0437091;0437033;2026-01-01
12;07;09;2;03;1;Kazamaty;0451903;0451429;2026-01-01
12;07;09;2;03;1;Zagródcze;0452080;0451429;2026-01-01
12;07;04;2;03;1;Markuszowa;0430278;0430210;2026-01-01
12;18;09;5;03;1;Przy Góralskiej Drodze;0074139;0073944;2026-01-01
12;06;09;2;00;1;Wypychówka;0326517;0326470;2026-01-01
12;05;08;2;00;1;Upełź;0464656;0464290;2026-01-01
12;18;09;5;03;1;Zbywaczówka;0074257;0074211;2026-01-01
12;16;15;5;03;1;Zakanale;0838192;0838157;2026-01-01
12;16;15;5;03;1;Olszyny;0838358;0838335;2026-01-01
12;01;06;5;00;1;Ćków;0824994;0824965;2026-01-01
12;15;08;2;03;1;Zalas;0078404;0077356;2026-01-01
12;16;14;5;00;1;Gałkówka;0997016;0837040;2026-01-01
12;15;07;2;03;1;Janiki pod Magurką;0070348;0069575;2026-01-01
12;02;02;5;03;1;Podjasień;0814122;0814062;2026-01-01
12;18;06;2;03;1;Brzestowa;0067903;0067895;2026-01-01
12;18;06;2;03;1;Górki;0067990;0067895;2026-01-01
12;18;03;5;03;1;Druga Solca;0056615;0056503;2026-01-01
12;13;04;5;03;1;Na Zamłyniu;0057230;0057135;2026-01-01
12;12;07;5;03;1;Nowa Łąka;0224521;0224840;2026-01-01
12;13;05;2;03;1;Sporowice;0075742;0075660;2026-01-01
12;13;09;5;03;1;Lipowa;0076954;0076925;2026-01-01
12;13;06;2;03;1;Machnaty;0063733;0063727;2026-01-01
12;13;07;2;03;1;Granica Porębska;0064313;0064201;2026-01-01
12;13;07;2;03;1;Majcherowiec;0064342;0064201;2026-01-01
12;13;07;2;03;1;Studziennik;0064365;0064201;2026-01-01
12;04;02;5;03;1;Pary;0817422;0817400;2026-01-01
12;04;02;5;03;1;Polany;0817439;0817400;2026-01-01
12;04;02;5;03;1;Wola;0817445;0817400;2026-01-01
12;04;02;5;03;1;Pańskie Pola;0817675;0817652;2026-01-01
12;13;05;2;00;1;Na Dole;0075682;0075660;2026-01-01
12;03;01;5;00;1;Źródła Małe;0314862;0314840;2026-01-01
12;10;10;2;03;1;Jarostowa;0447971;0447882;2026-01-01
12;07;09;2;03;1;Gucie;0450789;0450708;2026-01-01
12;07;09;2;03;1;Nowaki;0450849;0450708;2026-01-01
12;07;09;2;03;1;Paluszki;0450855;0450708;2026-01-01
12;13;08;2;03;1;Łowiczki Pańskie;0065608;0065519;2026-01-01
12;18;06;2;03;1;Górki;0067725;0067613;2026-01-01
12;10;05;2;00;1;Ząbry;0435407;0435152;2026-01-01
12;07;05;2;00;1;Wierzyka;0433940;0433762;2026-01-01
12;07;05;2;00;1;Farony;0434000;0433986;2026-01-01
12;19;05;5;00;1;W Łąkach;0340322;0340256;2026-01-01
12;18;09;5;01;1;Gorzeń Dolny;0074168;0074168;2026-01-01
12;18;09;5;01;1;Gorzeń Górny;0074180;0074180;2026-01-01
12;18;09;5;00;1;Buchałówka;0074270;0074263;2026-01-01
12;18;09;5;00;1;Gawędówka;0074300;0074263;2026-01-01
12;18;09;5;00;1;Grzędzielówka;0074317;0074263;2026-01-01
12;18;09;5;00;1;Nowa Wieś;0074381;0074346;2026-01-01
12;13;02;5;00;1;Podlesie Brzeskie;0213204;0213144;2026-01-01
12;13;02;5;00;1;Chałupy;0213233;0213227;2026-01-01
12;15;06;5;00;1;Tochówka;0060500;0060255;2026-01-01
12;15;06;5;00;1;Wilkówka;0060539;0060255;2026-01-01
12;15;06;5;00;1;Bory;0060730;0060717;2026-01-01
12;15;06;5;00;1;Grzechynkówka;0060835;0060717;2026-01-01
12;18;07;2;00;1;Budzowcówka;0070740;0070733;2026-01-01
12;18;07;2;00;1;Syberia;0070822;0070733;2026-01-01
12;19;03;2;00;1;Na Parcelach;0321804;0321750;2026-01-01
12;19;03;2;00;1;Wądoły;0321833;0321750;2026-01-01
12;19;03;2;00;1;Krzyżowa;0321916;0321900;2026-01-01
12;19;03;2;00;1;Zagaje;0321922;0321900;2026-01-01
12;18;07;2;00;1;Rzeczki;0071193;0071052;2026-01-01
12;15;04;2;00;1;Na Policach;0419489;0419207;2026-01-01
12;15;04;2;00;1;Pastwowa;0419510;0419207;2026-01-01
12;15;04;2;00;1;Szpakowa;0419615;0419207;2026-01-01
12;15;04;2;00;1;Tochowa;0419638;0419207;2026-01-01
12;19;02;2;00;1;Łążek;0318765;0318713;2026-01-01
12;14;05;5;00;1;Stara Wieś;0331748;0331725;2026-01-01
12;07;07;2;00;1;Klękówka;0438564;0438498;2026-01-01
12;07;07;2;00;1;Podlas;0438647;0438618;2026-01-01
12;07;07;2;00;1;Zarębki;0438676;0438618;2026-01-01
12;18;05;2;00;1;Siedlisko;0062805;0062700;2026-01-01
12;19;05;5;00;1;Pasternik;0341132;0341110;2026-01-01
12;18;09;5;00;1;Mrowica;0073803;0073750;2026-01-01
12;19;03;2;01;1;Targowisko;0322040;0322040;2026-01-01
12;14;01;2;00;1;Ostrowiec;0323973;0323944;2026-01-01
12;15;03;2;00;1;Niedźwiedziówka Górna;0049704;0049466;2026-01-01
12;15;03;2;00;1;U Bukowskiego;0049800;0049466;2026-01-01
12;15;03;2;00;1;Warchałówka;0049816;0049466;2026-01-01
12;18;04;2;00;1;Repciówka;0058666;0058531;2026-01-01
12;18;04;2;00;1;Sołtystwo;0058689;0058531;2026-01-01
12;18;05;2;01;1;Jaszczurowa;0062700;0062700;2026-01-01
12;18;05;2;00;1;Florek;0062745;0062700;2026-01-01
12;18;03;5;00;1;Strona Proboszczowa;0057098;0057052;2026-01-01
12;16;10;5;00;1;Dział;0833763;0833740;2026-01-01
12;18;06;2;00;1;Kępki;0067932;0067895;2026-01-01
12;18;06;2;00;1;Pagóry;0067955;0067895;2026-01-01
12;18;06;2;00;1;Spytkowice Górne;0067984;0067895;2026-01-01
12;19;04;5;00;1;Koźlica;0329094;0329020;2026-01-01
12;19;04;5;00;1;Przyborowie;0329131;0329020;2026-01-01
12;19;04;5;00;1;Ruskie;0329148;0329020;2026-01-01
12;18;02;2;00;1;Rzyki;0047823;0047711;2026-01-01
12;18;02;2;01;1;Nowe Dwory;0047869;0047869;2026-01-01
12;16;10;5;00;1;Winnica;0834656;0834580;2026-01-01
12;16;11;2;01;1;Bobrowniki Małe;0835390;0835390;2026-01-01
12;16;11;2;01;1;Gosławice;0835437;0835437;2026-01-01
12;16;11;2;00;1;Łazy;0835526;0835510;2026-01-01
12;16;11;2;00;1;Partyń;0835578;0835561;2026-01-01
12;16;10;5;00;1;Krzyżewatki;0834455;0834395;2026-01-01
12;18;01;5;00;1;Hulakówka;0046090;0046048;2026-01-01
12;18;01;5;00;1;Suswałówka;0046137;0046048;2026-01-01
12;18;01;5;00;1;Świątkówka;0046143;0046048;2026-01-01
12;19;05;5;00;1;Grabówki Dolne;0340606;0340581;2026-01-01
12;19;05;5;00;1;Nadlesie;0340635;0340581;2026-01-01
12;19;05;5;01;1;Grajów;0340658;0340658;2026-01-01
12;18;02;2;01;1;Chrząstowice;0047467;0047467;2026-01-01
12;18;02;2;00;1;W Górze;0047504;0047467;2026-01-01
12;19;05;5;01;1;Dobranowice;0340345;0340345;2026-01-01
12;15;04;2;00;1;Kubaczkowa;0419360;0419207;2026-01-01
12;15;04;2;00;1;Kulkowa;0419377;0419207;2026-01-01
12;15;05;2;00;1;Kulakówka;0432366;0432159;2026-01-01
12;14;01;2;01;1;Czernichów;0322867;0322867;2026-01-01
12;14;01;2;00;1;Łąki;0322873;0322867;2026-01-01
12;14;01;2;00;1;Pagórek;0322896;0322867;2026-01-01
12;14;01;2;00;1;Bykowiec;0322927;0322910;2026-01-01
12;14;01;2;00;1;Parcelacja;0323111;0323080;2026-01-01
12;14;05;5;00;1;Kolonia Górna;0331560;0331547;2026-01-01
12;16;16;2;00;1;Zapole;0832485;0832433;2026-01-01
12;16;16;2;00;1;Nadole Południowe;0832367;0832338;2026-01-01
12;16;16;2;00;1;Nagórze Południowe;0832380;0832338;2026-01-01
12;16;16;2;00;1;Radoszyce;0832545;0832491;2026-01-01
12;16;16;2;00;1;Niwy;0832597;0832568;2026-01-01
12;03;01;5;00;1;Kijów;0314833;0314780;2026-01-01
12;01;02;2;01;1;Wola Nieszkowska;0812979;0812979;2026-01-01
12;15;07;2;00;1;Panki;0070064;0069575;2026-01-01
12;15;07;2;00;1;Siwce;0070160;0069575;2026-01-01
12;09;02;2;00;1;Druzgałowa;0441299;0441247;2026-01-01
12;11;05;2;00;1;Rola Kowalczykowa;0430002;0429950;2026-01-01
12;11;05;2;00;1;Zakamionek;0430060;0429950;2026-01-01
12;11;06;2;01;1;Grywałd;0436536;0436536;2026-01-01
12;11;06;2;00;1;Ulica;0436683;0436536;2026-01-01
12;16;15;4;96;1;Żabno;0982641;0982641;2026-01-01
12;10;04;2;00;1;Kopce;0427649;0427520;2026-01-01
12;10;04;2;00;1;Kuligówka;0427655;0427520;2026-01-01
